notes_clean,injured,activated,days_injured,injury_type,injury_duration,player_name,year_end,position,height,weight,college,career_length,prior_injuries
placed on ir with broken nose,1997-04-05,1997-04-20,15.0,bone,medium,Lucious Harris,2005,G,6-5,190.0,Cal State Long Beach,12,1
placed on il with broken right ring finger out 68 weeks,1997-11-13,1998-01-07,55.0,bone,long,Lucious Harris,2005,G,6-5,190.0,Cal State Long Beach,12,2
placed on il with broken bone in face,2002-03-22,2002-03-30,8.0,bone,medium,Lucious Harris,2005,G,6-5,190.0,Cal State Long Beach,12,3
placed on il with torn cartilage in knee out for season,1974-03-27,1979-02-01,1772.0,joint,long,Lucius Allen,1979,G,6-2,175.0,UCLA,10,0
placed on il with sprained right knee,2020-08-13,2020-08-20,7.0,joint,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,0
placed on il with concussion,2021-03-28,2021-04-10,13.0,concussion,medium,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,1
placed on il with sore left shoulder,2021-04-14,2021-04-15,1.0,joint,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,2
placed on il with strained right hip,2021-04-19,2021-04-23,4.0,muscle,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,3
placed on il with strained right hip,2021-04-25,2021-04-27,2.0,muscle,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,4
placed on il with strained right hip,2021-04-30,2021-05-02,2.0,muscle,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,5
placed on il with patellar tendinitis in right knee out for season,2021-05-09,2021-12-18,223.0,joint,long,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,6
placed on il with sprained left ankle,2021-12-14,2021-12-18,4.0,joint,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,7
placed on il with sore left knee,2022-01-02,2022-01-06,4.0,joint,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,8
placed on il with torn labrum in left shoulder out for season,2022-02-14,2022-12-10,299.0,joint,long,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,9
placed on il with bruised left knee,2022-12-07,2022-12-10,3.0,joint,short,Luguentz Dort,2022,G,6-3,215.0,Arizona State,3,10
placed on il with strained right hamstring,2004-11-01,2004-12-12,41.0,muscle,medium,Luis Flores,2005,G,6-2,200.0,"Rutgers University, Manhattan College",1,0
placed on il with strained right hamstring,2004-12-26,2005-01-04,9.0,muscle,medium,Luis Flores,2005,G,6-2,200.0,"Rutgers University, Manhattan College",1,1
placed on il with strained right hamstring,2005-02-23,2005-04-19,55.0,muscle,long,Luis Flores,2005,G,6-2,200.0,"Rutgers University, Manhattan College",1,2
placed on il with strained right hamstring,2005-03-03,2005-04-19,47.0,muscle,long,Luis Flores,2005,G,6-2,200.0,"Rutgers University, Manhattan College",1,3
placed on il with left knee injury,2011-03-08,2011-03-20,12.0,joint,medium,Luis Scola,2017,F,6-9,240.0,Skipped college,10,0
placed on il with sprained left ankle,2022-03-31,2022-04-01,1.0,joint,short,Luka Garza,2022,F-C,6-11,235.0,Iowa,1,0
placed on il with sprained left finger,2014-11-08,2014-11-12,4.0,joint,short,Luke Babbitt,2018,F,6-9,225.0,Nevada,8,0
placed on il with right knee injury,2012-11-11,2012-11-29,18.0,joint,medium,Luke Harangody,2012,F,6-8,246.0,Notre Dame,2,0
placed on il with right knee patella tendinitis,2004-11-12,2004-11-24,12.0,joint,medium,Luke Jackson,1972,F-C,6-9,240.0,University of Texas Rio Grande Valley,8,0
placed on il with right knee patella tendinitis,2004-11-12,2004-11-24,12.0,joint,medium,Luke Jackson,2008,F,6-7,215.0,Oregon,4,1
placed on il with right knee patella tendinitis,2004-12-13,2004-12-22,9.0,joint,medium,Luke Jackson,1972,F-C,6-9,240.0,University of Texas Rio Grande Valley,8,2
placed on il with right knee patella tendinitis,2004-12-13,2004-12-22,9.0,joint,medium,Luke Jackson,2008,F,6-7,215.0,Oregon,4,3
placed on il with broken left wrist,2006-02-06,2006-04-19,72.0,bone,long,Luke Jackson,1972,F-C,6-9,240.0,University of Texas Rio Grande Valley,8,4
placed on il with broken left wrist,2006-02-06,2006-04-19,72.0,bone,long,Luke Jackson,2008,F,6-7,215.0,Oregon,4,5
placed on il with right shoulder injury,2018-10-27,2018-12-03,37.0,joint,medium,Luke Kennard,2022,G,6-5,206.0,Duke,5,0
placed on il with knee injury,2019-12-20,2019-12-21,1.0,joint,short,Luke Kennard,2022,G,6-5,206.0,Duke,5,1
placed on il with knee tendinitis out for season,2019-12-23,2021-04-28,492.0,joint,long,Luke Kennard,2022,G,6-5,206.0,Duke,5,2
placed on il with sore left ankle,2022-02-14,2022-02-15,1.0,joint,short,Luke Kennard,2022,G,6-5,206.0,Duke,5,3
placed on il with right hamstring injury,2022-04-06,2022-04-08,2.0,muscle,short,Luke Kennard,2022,G,6-5,206.0,Duke,5,4
placed on il with illness,2023-02-22,2023-02-25,3.0,illness,short,Luke Kennard,2022,G,6-5,206.0,Duke,5,5
placed on il with sprained left ankle,2019-01-23,2019-02-01,9.0,joint,medium,Luke Kornet,2022,F,7-2,250.0,Vanderbilt,5,0
placed on il with sprained left ankle out for season,2020-02-23,2021-01-18,330.0,joint,long,Luke Kornet,2022,F,7-2,250.0,Vanderbilt,5,1
placed on il with sprained left ankle,2023-02-06,2023-02-08,2.0,joint,short,Luke Kornet,2022,F,7-2,250.0,Vanderbilt,5,2
placed on il with partially torn left thigh muscle,2007-11-14,2007-12-09,25.0,muscle,medium,Luke Ridnour,2015,G,6-2,175.0,Oregon,12,0
placed on il with bruised knee,2008-11-24,2008-11-26,2.0,joint,short,Luke Ridnour,2015,G,6-2,175.0,Oregon,12,1
placed on il with fractured right thumb,2009-02-09,2009-02-20,11.0,bone,medium,Luke Ridnour,2015,G,6-2,175.0,Oregon,12,2
placed on il with strained hamstring,2010-11-09,2010-11-17,8.0,muscle,medium,Luke Ridnour,2015,G,6-2,175.0,Oregon,12,3
placed on il with sprained right ankle out for season,2012-04-04,2013-11-15,590.0,joint,long,Luke Ridnour,2015,G,6-2,175.0,Oregon,12,4
placed on il with strained left hamstring,2005-10-31,2005-11-27,27.0,muscle,medium,Luke Walton,2013,F,6-8,235.0,Arizona,10,0
placed on il with sprained right ankle,2007-01-28,2007-02-23,26.0,joint,medium,Luke Walton,2013,F,6-8,235.0,Arizona,10,1
placed on il with sprained right ankle,2007-03-02,2007-03-15,13.0,joint,medium,Luke Walton,2013,F,6-8,235.0,Arizona,10,2
placed on il with sprained right ankle,2007-12-25,2007-12-30,5.0,joint,short,Luke Walton,2013,F,6-8,235.0,Arizona,10,3
placed on il with flu,2008-12-07,2008-12-09,2.0,illness,short,Luke Walton,2013,F,6-8,235.0,Arizona,10,4
placed on il with torn ligament in left ankle,2009-04-27,2009-05-06,9.0,joint,medium,Luke Walton,2013,F,6-8,235.0,Arizona,10,5
placed on il with strained right hamstring,2010-10-26,2010-11-05,10.0,muscle,medium,Luke Walton,2013,F,6-8,235.0,Arizona,10,6
placed on il with sprained right ankle out for season,2013-04-15,,,joint,unknown,Luke Walton,2013,F,6-8,235.0,Arizona,10,7
placed on il with sprained right ankle,2005-03-04,2005-03-21,17.0,joint,medium,Luol Deng,2019,F,6-9,237.0,Duke,15,0
placed on il with torn ligament in right wrist,2005-04-05,2006-04-14,374.0,joint,long,Luol Deng,2019,F,6-9,237.0,Duke,15,1
placed on il with concussion,2006-04-08,2006-04-14,6.0,concussion,short,Luol Deng,2019,F,6-9,237.0,Duke,15,2
placed on il with hairline fracture of right leg,2009-03-11,2010-04-02,387.0,bone,long,Luol Deng,2019,F,6-9,237.0,Duke,15,3
placed on il with strained right calf,2010-03-11,2010-04-02,22.0,muscle,medium,Luol Deng,2019,F,6-9,237.0,Duke,15,4
placed on il with torn ligament in left wrist,2012-01-27,2012-02-04,8.0,joint,medium,Luol Deng,2019,F,6-9,237.0,Duke,15,5
placed on il with illness,2015-01-21,2015-01-23,2.0,illness,short,Luol Deng,2019,F,6-9,237.0,Duke,15,6
placed on il with hamstring injury,2015-11-27,2015-12-09,12.0,muscle,medium,Luol Deng,2019,F,6-9,237.0,Duke,15,7
placed on il with hamstring injury p,2015-12-05,2015-12-09,4.0,muscle,short,Luol Deng,2019,F,6-9,237.0,Duke,15,8
placed on il with sprained right wrist,2017-01-14,2017-01-22,8.0,joint,medium,Luol Deng,2019,F,6-9,237.0,Duke,15,9
placed on il with surgery on right pectoral muscle out indefinitely,2017-10-20,2017-11-03,14.0,muscle,medium,Luol Deng,2019,F,6-9,237.0,Duke,15,10
placed on il with sprained left ankle out for season,2018-03-26,,,joint,unknown,Luol Deng,2019,F,6-9,237.0,Duke,15,11
placed on il with bruised shoulder,2007-03-30,2007-04-04,5.0,joint,short,Luther Head,2011,G,6-3,185.0,Illinois,6,0
placed on il with broken left hand out for season,2009-04-01,2010-01-22,296.0,bone,long,Luther Head,2011,G,6-3,185.0,Illinois,6,1
placed on il with sprained left ankle,2010-01-16,2010-01-22,6.0,joint,short,Luther Head,2011,G,6-3,185.0,Illinois,6,2
placed on il recovering from surgery on left knee to repair torn meniscus,2013-10-29,2014-01-01,64.0,joint,long,Maalik Wayns,2014,G,6-2,200.0,Villanova,2,0
placed on il with knee injury,1999-02-04,1999-03-26,50.0,joint,long,Makhtar N'Diaye,1999,F,6-8,245.0,"Michigan, UNC",1,0
placed on il with strained left hamstring,2022-03-06,2022-04-03,28.0,muscle,medium,Malachi Flynn,2022,G,6-1,175.0,"Washington State, San Diego State",2,0
placed on il with torn right hamstring,2017-03-01,2017-03-18,17.0,muscle,medium,Malachi Richardson,2019,G,6-6,205.0,Syracuse,3,0
placed on il with torn right hamstring out for season,2017-03-22,2017-12-14,267.0,muscle,long,Malachi Richardson,2019,G,6-6,205.0,Syracuse,3,1
placed on il with illness,2018-12-05,2018-12-07,2.0,illness,short,Malachi Richardson,2019,G,6-6,205.0,Syracuse,3,2
placed on il with sore right knee,2019-01-23,2019-02-06,14.0,joint,medium,Malachi Richardson,2019,G,6-6,205.0,Syracuse,3,3
placed on il with partially torn quadriceps tendon in left leg,2018-02-02,2018-04-09,66.0,muscle,long,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,0
placed on il with left hamstring injury,2018-12-14,2018-12-19,5.0,muscle,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,1
placed on il with left hamstring injury,2019-12-23,2019-12-30,7.0,muscle,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,2
placed on il with concussion,2020-01-24,2020-01-29,5.0,concussion,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,3
placed on il with torn left quadriceps,2020-03-06,2020-08-03,150.0,muscle,long,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,4
placed on il with cervical strain,2020-08-01,2020-08-03,2.0,muscle,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,5
placed on il with sore right hamstring out for season,2021-05-05,2021-11-03,182.0,muscle,long,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,6
placed on il with sorestrained left hamstring,2021-10-28,2021-11-03,6.0,muscle,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,7
placed on il with illness,2021-11-05,2021-11-09,4.0,illness,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,8
placed on il with concussion,2022-03-10,2022-03-15,5.0,concussion,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,9
placed on il with right hamstring injury,2022-11-11,2022-11-18,7.0,muscle,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,10
placed on il with illness,2022-12-05,2022-12-07,2.0,illness,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,11
placed on il with illness,2022-12-29,2023-01-01,3.0,illness,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,12
placed on il with sore right ankle,2023-03-03,2023-03-06,3.0,joint,short,Malcolm Brogdon,2022,G,6-5,229.0,Virginia,6,13
placed on il with sprained left ankle out for season,2018-03-06,,,joint,unknown,Malcolm Delaney,2018,G,6-3,190.0,Virginia Tech,2,0
placed on il with recovering from surgery on left knee to repair torn meniscus,2012-01-27,2012-02-06,10.0,joint,medium,Malcolm Lee,2015,G,6-5,200.0,UCLA,4,0
placed on il recovering from surgery on right knee and right hip out for season,2013-01-19,,,joint,unknown,Malcolm Lee,2015,G,6-5,200.0,UCLA,4,1
placed on il with surgery on right ankle,2017-10-19,2017-12-20,62.0,joint,long,Malcolm Miller,2020,F,6-7,210.0,Holy Cross,3,0
placed on il with strained neck,2020-01-30,2020-02-04,5.0,muscle,short,Malcolm Miller,2020,F,6-7,210.0,Holy Cross,3,1
placed on il with sprained right ankle,2001-10-29,2001-11-20,22.0,joint,medium,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,0
placed on ir with left kneequadricep tendinitis,2001-12-04,2001-12-21,17.0,muscle,medium,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,1
placed on il with right knee tendinitis,2002-02-01,2002-02-28,27.0,joint,medium,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,2
placed on il with right knee tendinitis,2002-03-19,2002-03-29,10.0,joint,medium,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,3
placed on il with sprained neck,2006-03-05,2006-03-07,2.0,joint,short,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,4
placed on il with flu,2006-12-01,2006-12-04,3.0,illness,short,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,5
placed on il with strained left calf,2007-01-11,2007-01-15,4.0,muscle,short,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,6
placed on il with strained left calf,2007-01-17,2007-01-20,3.0,muscle,short,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,7
placed on il with sprained left ankle,2010-12-23,2011-02-04,43.0,joint,medium,Malik Allen,2011,F-C,6-10,255.0,Villanova,10,8
placed on il with left hamstring injury out for season,2021-04-03,2022-04-01,363.0,muscle,long,Malik Beasley,2022,G,6-4,187.0,Florida State,6,0
placed on il with sprained left ankle,2022-03-26,2022-04-01,6.0,joint,short,Malik Beasley,2022,G,6-4,187.0,Florida State,6,1
placed on il with sprained right shoulder,2021-12-17,2021-12-29,12.0,joint,medium,Malik Fitts,2022,F,6-8,230.0,"South Florida, Saint Mary's",2,0
placed on il with fractured right wrist,2022-01-08,2022-01-13,5.0,bone,short,Malik Fitts,2022,F,6-8,230.0,"South Florida, Saint Mary's",2,1
placed on il with sore left ankle out for season,2010-04-14,,,joint,unknown,Malik Hairston,2010,G,6-6,220.0,Oregon,2,0
placed on il with sore right foot  sprained right ankle,2021-04-02,2021-05-01,29.0,joint,medium,Malik Monk,2022,G,6-3,200.0,Kentucky,5,0
placed on il with sprained right ankle,2023-02-13,2023-02-23,10.0,joint,medium,Malik Monk,2022,G,6-3,200.0,Kentucky,5,1
placed on il with left knee tendinitis,1998-01-13,1998-01-21,8.0,joint,medium,Malik Rose,2009,F-C,6-7,250.0,Drexel,13,0
placed on il with sprained right ankle,2006-03-21,2006-03-23,2.0,joint,short,Malik Rose,2009,F-C,6-7,250.0,Drexel,13,1
placed on ir with strained left hip,1995-03-20,1995-10-08,202.0,muscle,long,Malik Sealy,2000,G,6-8,190.0,St. John's,8,0
placed on ir with fractured bruised per stats right thumb out indefinitely,1996-01-19,1996-03-05,46.0,bone,long,Malik Sealy,2000,G,6-8,190.0,St. John's,8,1
placed on il with sprained left ankle,1999-03-12,1999-04-07,26.0,joint,medium,Malik Sealy,2000,G,6-8,190.0,St. John's,8,2
placed on il with sprained left ankle,1999-04-21,1999-05-01,10.0,joint,medium,Malik Sealy,2000,G,6-8,190.0,St. John's,8,3
placed on il with strained groin,2000-10-30,2001-01-12,74.0,muscle,long,Mamadou N'Diaye,2005,C,7-0,255.0,Auburn,5,0
placed on il with strained right groin,2001-01-23,2001-02-03,11.0,muscle,medium,Mamadou N'Diaye,2005,C,7-0,255.0,Auburn,5,1
placed on il with strained groin,2001-02-23,2002-01-04,315.0,muscle,long,Mamadou N'Diaye,2005,C,7-0,255.0,Auburn,5,2
placed on il with left quadriceps tendinitis,2002-01-10,2002-02-12,33.0,muscle,medium,Mamadou N'Diaye,2005,C,7-0,255.0,Auburn,5,3
placed on il with sprained right ankle,2002-12-06,2002-12-29,23.0,joint,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,0
placed on il with sprained lower back,2004-01-05,2004-01-14,9.0,joint,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,1
placed on il with sprained foot,2005-12-13,2005-12-27,14.0,joint,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,2
placed on il with sprained right ankle,2006-01-22,2006-01-28,6.0,joint,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,3
placed on il with bruisedstrained lower back,2006-11-26,2006-12-04,8.0,muscle,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,4
placed on il with flu,2006-12-26,2006-12-28,2.0,illness,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,5
placed on il with sprained left index finger,2007-12-28,2008-01-06,9.0,joint,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,6
placed on il with strained left adductor muscle,2008-04-14,2008-04-16,2.0,muscle,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,7
placed on il recovering from arthroscopic surgery on left ankle,2008-10-29,2008-11-24,26.0,joint,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,8
placed on il with stress reaction in right ankle,2009-02-17,2009-03-25,36.0,joint,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,9
placed on il with stress fracture in right anklefibula out for season,2009-04-07,2009-11-29,236.0,bone,long,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,10
placed on il with strained left groin,2009-11-19,2009-11-29,10.0,muscle,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,11
placed on il with bruised left quadriceps,2011-03-28,2011-03-31,3.0,muscle,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,12
placed on il with sprained right ankle p  elbow injury cbc,2011-04-17,2011-04-20,3.0,joint,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,13
placed on il with broken bone in left hand,2012-01-04,2012-02-11,38.0,bone,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,14
placed on il with strained left oblique muscle,2012-02-20,2012-03-04,13.0,muscle,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,15
placed on il with strained left hamstring,2013-01-16,2013-01-23,7.0,muscle,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,16
placed on il with strainedsore right hamstring,2013-03-31,2013-04-17,17.0,muscle,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,17
placed on il with strained left hamstring,2014-01-29,2014-02-18,20.0,muscle,medium,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,18
placed on il with illness,2015-03-10,2015-03-12,2.0,illness,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,19
placed on il with sprained right ankle,2015-03-17,2015-03-24,7.0,joint,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,20
placed on il with strained abductor p  adductor cbc,2015-11-14,2015-11-16,2.0,muscle,short,Manu Ginobili,2018,G,6-6,205.0,Skipped college,16,21
placed on ir with arthroscopic surgery on right knee,1994-11-30,1995-02-15,77.0,joint,long,Manute Bol,1995,C,7-7,200.0,University of Bridgeport,10,0
placed on il with sprained left ankle,2012-11-09,2012-11-15,6.0,joint,short,MarShon Brooks,2019,G-F,6-5,200.0,Providence,8,0
placed on il with partially torn neck muscle,2010-03-20,2010-03-28,8.0,muscle,medium,Marc Gasol,2021,C,6-11,255.0,Skipped college,13,0
placed on il with sprained right ankle  left ankle,2010-10-27,2010-10-29,2.0,joint,short,Marc Gasol,2021,C,6-11,255.0,Skipped college,13,1
placed on il with sprained mcl in left knee,2013-11-25,2014-01-14,50.0,joint,long,Marc Gasol,2021,C,6-11,255.0,Skipped college,13,2
placed on il with fractured right foot out for season,2016-02-10,2018-03-05,754.0,bone,long,Marc Gasol,2021,C,6-11,255.0,Skipped college,13,3
placed on il with strained left hamstring,2019-12-20,2020-01-15,26.0,muscle,medium,Marc Gasol,2021,C,6-11,255.0,Skipped college,13,4
placed on il with left hamstring injury,2020-01-30,2020-03-08,38.0,muscle,medium,Marc Gasol,2021,C,6-11,255.0,Skipped college,13,5
